source_row	gene_id	gene_symbol	feature_type
22048	LEMD3	LEMD3	Gene Expression
2127	LENEP	LENEP	Gene Expression
32656	LENG1	LENG1	Gene Expression
32676	LENG8	LENG8	Gene Expression
32675	LENG8-AS1	LENG8-AS1	Gene Expression
32677	LENG9	LENG9	Gene Expression
25654	LEO1	LEO1	Gene Expression
14232	LEP	LEP	Gene Expression
1245	LEPR	LEPR	Gene Expression
1244	LEPROT	LEPROT	Gene Expression
15107	LEPROTL1	LEPROTL1	Gene Expression
16620	LERFS	LERFS	Gene Expression
7900	LETM1	LETM1	Gene Expression
15193	LETM2	LETM2	Gene Expression
21709	LETMD1	LETMD1	Gene Expression
32060	LEUTX	LEUTX	Gene Expression
1149	LEXM	LEXM	Gene Expression
13078	LFNG	LFNG	Gene Expression
34990	LGALS1	LGALS1	Gene Expression
19908	LGALS12	LGALS12	Gene Expression
32056	LGALS13	LGALS13	Gene Expression
32058	LGALS14	LGALS14	Gene Expression
32057	LGALS16	LGALS16	Gene Expression
34985	LGALS2	LGALS2	Gene Expression
24284	LGALS3	LGALS3	Gene Expression
29909	LGALS3BP	LGALS3BP	Gene Expression
32014	LGALS4	LGALS4	Gene Expression
32012	LGALS7	LGALS7	Gene Expression
32013	LGALS7B	LGALS7B	Gene Expression
3250	LGALS8	LGALS8	Gene Expression
3251	LGALS8-AS1	LGALS8-AS1	Gene Expression
28664	LGALS9	LGALS9	Gene Expression
28620	LGALS9B	LGALS9B	Gene Expression
28565	LGALS9C	LGALS9C	Gene Expression
4087	LGALSL	LGALSL	Gene Expression
4086	LGALSL-DT	LGALSL-DT	Gene Expression
18427	LGI1	LGI1	Gene Expression
8121	LGI2	LGI2	Gene Expression
14977	LGI3	LGI3	Gene Expression
31853	LGI4	LGI4	Gene Expression
24734	LGMN	LGMN	Gene Expression
19411	LGR4	LGR4	Gene Expression
22123	LGR5	LGR5	Gene Expression
2759	LGR6	LGR6	Gene Expression
12143	LGSN	LGSN	Gene Expression
32414	LHB	LHB	Gene Expression
3979	LHCGR	LHCGR	Gene Expression
36059	LHFPL1	LHFPL1	Gene Expression
10057	LHFPL2	LHFPL2	Gene Expression
14056	LHFPL3	LHFPL3	Gene Expression
14057	LHFPL3-AS1	LHFPL3-AS1	Gene Expression
14058	LHFPL3-AS2	LHFPL3-AS2	Gene Expression
6017	LHFPL4	LHFPL4	Gene Expression
11847	LHFPL5	LHFPL5	Gene Expression
23122	LHFPL6	LHFPL6	Gene Expression
18793	LHPP	LHPP	Gene Expression
28939	LHX1	LHX1	Gene Expression
28938	LHX1-DT	LHX1-DT	Gene Expression
17161	LHX2	LHX2	Gene Expression
17422	LHX3	LHX3	Gene Expression
2563	LHX4	LHX4	Gene Expression
22545	LHX5	LHX5	Gene Expression
22546	LHX5-AS1	LHX5-AS1	Gene Expression
17126	LHX6	LHX6	Gene Expression
1323	LHX8	LHX8	Gene Expression
2701	LHX9	LHX9	Gene Expression
8209	LIAS	LIAS	Gene Expression
34829	LIF	LIF	Gene Expression
34828	LIF-AS1	LIF-AS1	Gene Expression
9720	LIFR	LIFR	Gene Expression
9721	LIFR-AS1	LIFR-AS1	Gene Expression
32363	LIG1	LIG1	Gene Expression
28866	LIG3	LIG3	Gene Expression
23584	LIG4	LIG4	Gene Expression
32682	LILRA1	LILRA1	Gene Expression
32680	LILRA2	LILRA2	Gene Expression
32668	LILRA4	LILRA4	Gene Expression
32667	LILRA5	LILRA5	Gene Expression
32664	LILRA6	LILRA6	Gene Expression
32683	LILRB1	LILRB1	Gene Expression
32684	LILRB1-AS1	LILRB1-AS1	Gene Expression
32666	LILRB2	LILRB2	Gene Expression
32662	LILRB3	LILRB3	Gene Expression
32685	LILRB4	LILRB4	Gene Expression
32665	LILRB5	LILRB5	Gene Expression
32548	LIM2	LIM2	Gene Expression
21696	LIMA1	LIMA1	Gene Expression
8233	LIMCH1	LIMCH1	Gene Expression
6364	LIMD1	LIMD1	Gene Expression
6365	LIMD1-AS1	LIMD1-AS1	Gene Expression
29617	LIMD2	LIMD2	Gene Expression
33819	LIME1	LIME1	Gene Expression
13725	LIMK1	LIMK1	Gene Expression
34866	LIMK2	LIMK2	Gene Expression
4668	LIMS1	LIMS1	Gene Expression
4669	LIMS1-AS1	LIMS1-AS1	Gene Expression
4841	LIMS2	LIMS2	Gene Expression
4680	LIMS3	LIMS3	Gene Expression
4686	LIMS4	LIMS4	Gene Expression
599	LIN28A	LIN28A	Gene Expression
12371	LIN28B	LIN28B	Gene Expression
12370	LIN28B-AS1	LIN28B-AS1	Gene Expression
31896	LIN37	LIN37	Gene Expression
24529	LIN52	LIN52	Gene Expression
8566	LIN54	LIN54	Gene Expression
22202	LIN7A	LIN7A	Gene Expression
32427	LIN7B	LIN7B	Gene Expression
19413	LIN7C	LIN7C	Gene Expression
3088	LIN9	LIN9	Gene Expression
14295	LINC-PINT	LINC-PINT	Gene Expression
30604	LINC-ROR	LINC-ROR	Gene Expression
33246	LINC00028	LINC00028	Gene Expression
33783	LINC00029	LINC00029	Gene Expression
16066	LINC00051	LINC00051	Gene Expression
26210	LINC00052	LINC00052	Gene Expression
16882	LINC00092	LINC00092	Gene Expression
35324	LINC00102	LINC00102	Gene Expression
35313	LINC00106	LINC00106	Gene Expression
34233	LINC00111	LINC00111	Gene Expression
34235	LINC00112	LINC00112	Gene Expression
34007	LINC00113	LINC00113	Gene Expression
34191	LINC00114	LINC00114	Gene Expression
18	LINC00115	LINC00115	Gene Expression
33982	LINC00158	LINC00158	Gene Expression
34081	LINC00159	LINC00159	Gene Expression
34136	LINC00160	LINC00160	Gene Expression
34013	LINC00161	LINC00161	Gene Expression
34348	LINC00163	LINC00163	Gene Expression
34349	LINC00165	LINC00165	Gene Expression
20922	LINC00167	LINC00167	Gene Expression
22579	LINC00173	LINC00173	Gene Expression
13672	LINC00174	LINC00174	Gene Expression
3218	LINC00184	LINC00184	Gene Expression
34024	LINC00189	LINC00189	Gene Expression
17532	LINC00200	LINC00200	Gene Expression
34355	LINC00205	LINC00205	Gene Expression
35170	LINC00207	LINC00207	Gene Expression
14869	LINC00208	LINC00208	Gene Expression
2985	LINC00210	LINC00210	Gene Expression
3855	LINC00211	LINC00211	Gene Expression
25105	LINC00221	LINC00221	Gene Expression
12409	LINC00222	LINC00222	Gene Expression
25070	LINC00226	LINC00226	Gene Expression
35171	LINC00229	LINC00229	Gene Expression
26458	LINC00235	LINC00235	Gene Expression
33137	LINC00237	LINC00237	Gene Expression
24888	LINC00239	LINC00239	Gene Expression
11515	LINC00240	LINC00240	Gene Expression
12994	LINC00242	LINC00242	Gene Expression
11650	LINC00243	LINC00243	Gene Expression
14669	LINC00244	LINC00244	Gene Expression
7966	LINC002481	LINC002481	Gene Expression
15424	LINC00251	LINC00251	Gene Expression
26557	LINC00254	LINC00254	Gene Expression
33158	LINC00261	LINC00261	Gene Expression
13465	LINC00265	LINC00265	Gene Expression
33844	LINC00266-1	LINC00266-1	Gene Expression
36557	LINC00266-4P	LINC00266-4P	Gene Expression
35794	LINC00269	LINC00269	Gene Expression
12633	LINC00271	LINC00271	Gene Expression
2587	LINC00272	LINC00272	Gene Expression
27281	LINC00273	LINC00273	Gene Expression
3582	LINC00276	LINC00276	Gene Expression
36455	LINC00278	LINC00278	Gene Expression
36462	LINC00280	LINC00280	Gene Expression
23549	LINC00283	LINC00283	Gene Expression
9267	LINC00290	LINC00290	Gene Expression
15264	LINC00293	LINC00293	Gene Expression
19461	LINC00294	LINC00294	Gene Expression
23030	LINC00297	LINC00297	Gene Expression
3506	LINC00298	LINC00298	Gene Expression
3508	LINC00299	LINC00299	Gene Expression
2793	LINC00303	LINC00303	Gene Expression
28038	LINC00304	LINC00304	Gene Expression
30693	LINC00305	LINC00305	Gene Expression
34036	LINC00307	LINC00307	Gene Expression
33959	LINC00308	LINC00308	Gene Expression
4083	LINC00309	LINC00309	Gene Expression
34124	LINC00310	LINC00310	Gene Expression
27928	LINC00311	LINC00311	Gene Expression
34280	LINC00313	LINC00313	Gene Expression
34009	LINC00314	LINC00314	Gene Expression
34357	LINC00315	LINC00315	Gene Expression
34359	LINC00316	LINC00316	Gene Expression
33955	LINC00317	LINC00317	Gene Expression
34279	LINC00319	LINC00319	Gene Expression
33950	LINC00320	LINC00320	Gene Expression
34275	LINC00322	LINC00322	Gene Expression
34221	LINC00323	LINC00323	Gene Expression
28371	LINC00324	LINC00324	Gene Expression
12602	LINC00326	LINC00326	Gene Expression
22959	LINC00327	LINC00327	Gene Expression
23175	LINC00330	LINC00330	Gene Expression
23396	LINC00331	LINC00331	Gene Expression
23125	LINC00332	LINC00332	Gene Expression
23420	LINC00333	LINC00333	Gene Expression
34353	LINC00334	LINC00334	Gene Expression
11804	LINC00336	LINC00336	Gene Expression
175	LINC00337	LINC00337	Gene Expression
492	LINC00339	LINC00339	Gene Expression
4483	LINC00342	LINC00342	Gene Expression
23565	LINC00343	LINC00343	Gene Expression
23271	LINC00345	LINC00345	Gene Expression
23616	LINC00346	LINC00346	Gene Expression
23356	LINC00347	LINC00347	Gene Expression
23341	LINC00348	LINC00348	Gene Expression
22904	LINC00349	LINC00349	Gene Expression
22917	LINC00350	LINC00350	Gene Expression
23425	LINC00351	LINC00351	Gene Expression
22960	LINC00352	LINC00352	Gene Expression
23447	LINC00353	LINC00353	Gene Expression
23630	LINC00354	LINC00354	Gene Expression
23323	LINC00355	LINC00355	Gene Expression
23310	LINC00358	LINC00358	Gene Expression
22955	LINC00362	LINC00362	Gene Expression
23460	LINC00363	LINC00363	Gene Expression
23332	LINC00364	LINC00364	Gene Expression
23034	LINC00365	LINC00365	Gene Expression
23115	LINC00366	LINC00366	Gene Expression
23620	LINC00368	LINC00368	Gene Expression
23593	LINC00370	LINC00370	Gene Expression
23438	LINC00373	LINC00373	Gene Expression
23299	LINC00374	LINC00374	Gene Expression
23423	LINC00375	LINC00375	Gene Expression
23317	LINC00376	LINC00376	Gene Expression
23410	LINC00377	LINC00377	Gene Expression
23306	LINC00378	LINC00378	Gene Expression
23452	LINC00379	LINC00379	Gene Expression
23451	LINC00380	LINC00380	Gene Expression
23355	LINC00381	LINC00381	Gene Expression
23404	LINC00382	LINC00382	Gene Expression
23337	LINC00383	LINC00383	Gene Expression
23035	LINC00384	LINC00384	Gene Expression
23036	LINC00385	LINC00385	Gene Expression
22906	LINC00387	LINC00387	Gene Expression
22905	LINC00388	LINC00388	Gene Expression
23162	LINC00390	LINC00390	Gene Expression
23470	LINC00391	LINC00391	Gene Expression
23349	LINC00392	LINC00392	Gene Expression
23348	LINC00393	LINC00393	Gene Expression
23319	LINC00395	LINC00395	Gene Expression
23604	LINC00396	LINC00396	Gene Expression
23436	LINC00397	LINC00397	Gene Expression
23047	LINC00398	LINC00398	Gene Expression
23595	LINC00399	LINC00399	Gene Expression
23151	LINC00400	LINC00400	Gene Expression
23352	LINC00402	LINC00402	Gene Expression
23634	LINC00404	LINC00404	Gene Expression
23173	LINC00407	LINC00407	Gene Expression
22907	LINC00408	LINC00408	Gene Expression
23450	LINC00410	LINC00410	Gene Expression
23536	LINC00411	LINC00411	Gene Expression
23004	LINC00412	LINC00412	Gene Expression
22990	LINC00415	LINC00415	Gene Expression
22914	LINC00421	LINC00421	Gene Expression
23069	LINC00423	LINC00423	Gene Expression
22949	LINC00424	LINC00424	Gene Expression
23039	LINC00426	LINC00426	Gene Expression
23038	LINC00427	LINC00427	Gene Expression
23148	LINC00428	LINC00428	Gene Expression
23430	LINC00430	LINC00430	Gene Expression
23440	LINC00433	LINC00433	Gene Expression
23304	LINC00434	LINC00434	Gene Expression
23114	LINC00437	LINC00437	Gene Expression
23443	LINC00440	LINC00440	Gene Expression
22909	LINC00442	LINC00442	Gene Expression
23574	LINC00443	LINC00443	Gene Expression
23091	LINC00445	LINC00445	Gene Expression
23391	LINC00446	LINC00446	Gene Expression
23315	LINC00448	LINC00448	Gene Expression
23516	LINC00449	LINC00449	Gene Expression
23679	LINC00452	LINC00452	Gene Expression
23677	LINC00454	LINC00454	Gene Expression
23486	LINC00456	LINC00456	Gene Expression
23085	LINC00457	LINC00457	Gene Expression
23284	LINC00458	LINC00458	Gene Expression
23313	LINC00459	LINC00459	Gene Expression
23568	LINC00460	LINC00460	Gene Expression
10140	LINC00461	LINC00461	Gene Expression
23225	LINC00462	LINC00462	Gene Expression
22983	LINC00463	LINC00463	Gene Expression
1222	LINC00466	LINC00466	Gene Expression
2919	LINC00467	LINC00467	Gene Expression
29740	LINC00469	LINC00469	Gene Expression
30103	LINC00470	LINC00470	Gene Expression
5761	LINC00471	LINC00471	Gene Expression
12178	LINC00472	LINC00472	Gene Expression
17082	LINC00474	LINC00474	Gene Expression
16879	LINC00476	LINC00476	Gene Expression
21391	LINC00477	LINC00477	Gene Expression
34234	LINC00479	LINC00479	Gene Expression
29968	LINC00482	LINC00482	Gene Expression
16817	LINC00484	LINC00484	Gene Expression
22382	LINC00485	LINC00485	Gene Expression
3818	LINC00486	LINC00486	Gene Expression
3492	LINC00487	LINC00487	Gene Expression
6884	LINC00488	LINC00488	Gene Expression
33394	LINC00489	LINC00489	Gene Expression
10245	LINC00491	LINC00491	Gene Expression
10244	LINC00492	LINC00492	Gene Expression
33569	LINC00494	LINC00494	Gene Expression
8943	LINC00498	LINC00498	Gene Expression
8944	LINC00499	LINC00499	Gene Expression
8945	LINC00500	LINC00500	Gene Expression
7549	LINC00501	LINC00501	Gene Expression
18400	LINC00502	LINC00502	Gene Expression
8060	LINC00504	LINC00504	Gene Expression
22803	LINC00507	LINC00507	Gene Expression
22804	LINC00508	LINC00508	Gene Expression
29721	LINC00511	LINC00511	Gene Expression
14291	LINC00513	LINC00513	Gene Expression
26640	LINC00514	LINC00514	Gene Expression
24135	LINC00517	LINC00517	Gene Expression
11316	LINC00518	LINC00518	Gene Expression
24233	LINC00519	LINC00519	Gene Expression
24295	LINC00520	LINC00520	Gene Expression
24864	LINC00523	LINC00523	Gene Expression
24881	LINC00524	LINC00524	Gene Expression
13548	LINC00525	LINC00525	Gene Expression
30144	LINC00526	LINC00526	Gene Expression
34444	LINC00528	LINC00528	Gene Expression
14858	LINC00529	LINC00529	Gene Expression
11575	LINC00533	LINC00533	Gene Expression
15632	LINC00534	LINC00534	Gene Expression
15660	LINC00535	LINC00535	Gene Expression
15853	LINC00536	LINC00536	Gene Expression
2964	LINC00538	LINC00538	Gene Expression
22944	LINC00539	LINC00539	Gene Expression
23016	LINC00543	LINC00543	Gene Expression
23032	LINC00544	LINC00544	Gene Expression
23048	LINC00545	LINC00545	Gene Expression
23107	LINC00547	LINC00547	Gene Expression
23335	LINC00550	LINC00550	Gene Expression
23573	LINC00551	LINC00551	Gene Expression
23526	LINC00554	LINC00554	Gene Expression
23544	LINC00555	LINC00555	Gene Expression
22927	LINC00556	LINC00556	Gene Expression
23473	LINC00557	LINC00557	Gene Expression
23283	LINC00558	LINC00558	Gene Expression
23448	LINC00559	LINC00559	Gene Expression
23442	LINC00560	LINC00560	Gene Expression
23367	LINC00561	LINC00561	Gene Expression
23209	LINC00562	LINC00562	Gene Expression
23198	LINC00563	LINC00563	Gene Expression
23411	LINC00564	LINC00564	Gene Expression
23680	LINC00565	LINC00565	Gene Expression
22971	LINC00566	LINC00566	Gene Expression
23615	LINC00567	LINC00567	Gene Expression
3564	LINC00570	LINC00570	Gene Expression
23112	LINC00571	LINC00571	Gene Expression
23031	LINC00572	LINC00572	Gene Expression
12995	LINC00574	LINC00574	Gene Expression
8560	LINC00575	LINC00575	Gene Expression
7551	LINC00578	LINC00578	Gene Expression
11421	LINC00581	LINC00581	Gene Expression
3184	LINC00582	LINC00582	Gene Expression
16302	LINC00583	LINC00583	Gene Expression
16961	LINC00587	LINC00587	Gene Expression
15354	LINC00588	LINC00588	Gene Expression
15099	LINC00589	LINC00589	Gene Expression
21738	LINC00592	LINC00592	Gene Expression
18258	LINC00595	LINC00595	Gene Expression
23975	LINC00596	LINC00596	Gene Expression
23124	LINC00598	LINC00598	Gene Expression
14833	LINC00599	LINC00599	Gene Expression
18820	LINC00601	LINC00601	Gene Expression
12917	LINC00602	LINC00602	Gene Expression
9732	LINC00603	LINC00603	Gene Expression
9733	LINC00604	LINC00604	Gene Expression
24914	LINC00605	LINC00605	Gene Expression
6054	LINC00606	LINC00606	Gene Expression
5551	LINC00607	LINC00607	Gene Expression
5621	LINC00608	LINC00608	Gene Expression
24114	LINC00609	LINC00609	Gene Expression
21193	LINC00612	LINC00612	Gene Expression
8926	LINC00613	LINC00613	Gene Expression
22260	LINC00615	LINC00615	Gene Expression
8939	LINC00616	LINC00616	Gene Expression
24813	LINC00618	LINC00618	Gene Expression
6085	LINC00620	LINC00620	Gene Expression
22952	LINC00621	LINC00621	Gene Expression
1791	LINC00622	LINC00622	Gene Expression
1804	LINC00623	LINC00623	Gene Expression
1869	LINC00624	LINC00624	Gene Expression
2433	LINC00626	LINC00626	Gene Expression
2804	LINC00628	LINC00628	Gene Expression
36197	LINC00629	LINC00629	Gene Expression
35973	LINC00630	LINC00630	Gene Expression
36260	LINC00632	LINC00632	Gene Expression
35113	LINC00634	LINC00634	Gene Expression
6868	LINC00635	LINC00635	Gene Expression
6867	LINC00636	LINC00636	Gene Expression
24934	LINC00637	LINC00637	Gene Expression
24959	LINC00638	LINC00638	Gene Expression
24142	LINC00639	LINC00639	Gene Expression
24234	LINC00640	LINC00640	Gene Expression
23776	LINC00641	LINC00641	Gene Expression
24704	LINC00642	LINC00642	Gene Expression
24371	LINC00644	LINC00644	Gene Expression
24040	LINC00645	LINC00645	Gene Expression
24187	LINC00648	LINC00648	Gene Expression
34120	LINC00649	LINC00649	Gene Expression
33116	LINC00652	LINC00652	Gene Expression
33117	LINC00653	LINC00653	Gene Expression
32999	LINC00654	LINC00654	Gene Expression
33168	LINC00656	LINC00656	Gene Expression
32997	LINC00658	LINC00658	Gene Expression
33771	LINC00659	LINC00659	Gene Expression
31491	LINC00661	LINC00661	Gene Expression
31724	LINC00662	LINC00662	Gene Expression
31649	LINC00663	LINC00663	Gene Expression
31675	LINC00664	LINC00664	Gene Expression
31928	LINC00665	LINC00665	Gene Expression
30145	LINC00667	LINC00667	Gene Expression
30167	LINC00668	LINC00668	Gene Expression
28445	LINC00670	LINC00670	Gene Expression
29177	LINC00671	LINC00671	Gene Expression
28988	LINC00672	LINC00672	Gene Expression
23597	LINC00676	LINC00676	Gene Expression
24912	LINC00677	LINC00677	Gene Expression
19415	LINC00678	LINC00678	Gene Expression
14898	LINC00681	LINC00681	Gene Expression
8239	LINC00682	LINC00682	Gene Expression
30795	LINC00683	LINC00683	Gene Expression
35303	LINC00685	LINC00685	Gene Expression
33768	LINC00686	LINC00686	Gene Expression
33055	LINC00687	LINC00687	Gene Expression
14699	LINC00689	LINC00689	Gene Expression
6132	LINC00690	LINC00690	Gene Expression
6166	LINC00691	LINC00691	Gene Expression
6176	LINC00692	LINC00692	Gene Expression
6650	LINC00698	LINC00698	Gene Expression
17539	LINC00700	LINC00700	Gene Expression
17543	LINC00701	LINC00701	Gene Expression
17569	LINC00702	LINC00702	Gene Expression
17570	LINC00703	LINC00703	Gene Expression
17575	LINC00705	LINC00705	Gene Expression
17619	LINC00706	LINC00706	Gene Expression
17620	LINC00707	LINC00707	Gene Expression
17634	LINC00708	LINC00708	Gene Expression
17639	LINC00709	LINC00709	Gene Expression
17649	LINC00710	LINC00710	Gene Expression
15972	LINC00824	LINC00824	Gene Expression
17790	LINC00836	LINC00836	Gene Expression
17820	LINC00837	LINC00837	Gene Expression
17863	LINC00838	LINC00838	Gene Expression
17899	LINC00839	LINC00839	Gene Expression
17928	LINC00840	LINC00840	Gene Expression
17930	LINC00841	LINC00841	Gene Expression
17961	LINC00842	LINC00842	Gene Expression
18055	LINC00844	LINC00844	Gene Expression
18071	LINC00845	LINC00845	Gene Expression
11164	LINC00847	LINC00847	Gene Expression
36310	LINC00850	LINC00850	Gene Expression
33108	LINC00851	LINC00851	Gene Expression
6047	LINC00852	LINC00852	Gene Expression
1031	LINC00853	LINC00853	Gene Expression
18288	LINC00857	LINC00857	Gene Expression
18314	LINC00858	LINC00858	Gene Expression
15951	LINC00861	LINC00861	Gene Expression
2715	LINC00862	LINC00862	Gene Expression
18345	LINC00863	LINC00863	Gene Expression
18387	LINC00865	LINC00865	Gene Expression
18490	LINC00866	LINC00866	Gene Expression
18723	LINC00867	LINC00867	Gene Expression
29863	LINC00868	LINC00868	Gene Expression
6719	LINC00870	LINC00870	Gene Expression
24184	LINC00871	LINC00871	Gene Expression
6716	LINC00877	LINC00877	Gene Expression
6787	LINC00879	LINC00879	Gene Expression
7411	LINC00880	LINC00880	Gene Expression
7413	LINC00881	LINC00881	Gene Expression
6859	LINC00882	LINC00882	Gene Expression
7762	LINC00884	LINC00884	Gene Expression
7793	LINC00885	LINC00885	Gene Expression
7409	LINC00886	LINC00886	Gene Expression
7756	LINC00887	LINC00887	Gene Expression
35833	LINC00891	LINC00891	Gene Expression
36240	LINC00892	LINC00892	Gene Expression
36301	LINC00893	LINC00893	Gene Expression
36315	LINC00894	LINC00894	Gene Expression
34497	LINC00895	LINC00895	Gene Expression
34517	LINC00896	LINC00896	Gene Expression
35219	LINC00898	LINC00898	Gene Expression
35195	LINC00899	LINC00899	Gene Expression
20665	LINC00900	LINC00900	Gene Expression
6961	LINC00901	LINC00901	Gene Expression
6959	LINC00903	LINC00903	Gene Expression
31492	LINC00905	LINC00905	Gene Expression
31740	LINC00906	LINC00906	Gene Expression
30482	LINC00907	LINC00907	Gene Expression
30765	LINC00909	LINC00909	Gene Expression
29192	LINC00910	LINC00910	Gene Expression
24650	LINC00911	LINC00911	Gene Expression
27955	LINC00917	LINC00917	Gene Expression
27382	LINC00919	LINC00919	Gene Expression
27549	LINC00920	LINC00920	Gene Expression
26665	LINC00921	LINC00921	Gene Expression
27543	LINC00922	LINC00922	Gene Expression
26357	LINC00923	LINC00923	Gene Expression
26332	LINC00924	LINC00924	Gene Expression
25711	LINC00926	LINC00926	Gene Expression
26108	LINC00927	LINC00927	Gene Expression
26234	LINC00928	LINC00928	Gene Expression
25250	LINC00929	LINC00929	Gene Expression
26298	LINC00930	LINC00930	Gene Expression
22624	LINC00934	LINC00934	Gene Expression
21174	LINC00937	LINC00937	Gene Expression
22773	LINC00939	LINC00939	Gene Expression
21011	LINC00940	LINC00940	Gene Expression
21002	LINC00942	LINC00942	Gene Expression
22783	LINC00943	LINC00943	Gene Expression
22784	LINC00944	LINC00944	Gene Expression
34101	LINC00945	LINC00945	Gene Expression
11905	LINC00951	LINC00951	Gene Expression
3628	LINC00954	LINC00954	Gene Expression
7932	LINC00955	LINC00955	Gene Expression
13496	LINC00957	LINC00957	Gene Expression
19281	LINC00958	LINC00958	Gene Expression
6739	LINC00960	LINC00960	Gene Expression
17295	LINC00963	LINC00963	Gene Expression
15937	LINC00964	LINC00964	Gene Expression
15436	LINC00967	LINC00967	Gene Expression
15348	LINC00968	LINC00968	Gene Expression
2435	LINC00970	LINC00970	Gene Expression
6762	LINC00971	LINC00971	Gene Expression
13806	LINC00972	LINC00972	Gene Expression
6821	LINC00973	LINC00973	Gene Expression
29109	LINC00974	LINC00974	Gene Expression
21197	LINC00987	LINC00987	Gene Expression
8541	LINC00989	LINC00989	Gene Expression
10341	LINC00992	LINC00992	Gene Expression
6666	LINC00994	LINC00994	Gene Expression
14582	LINC00996	LINC00996	Gene Expression
13378	LINC00997	LINC00997	Gene Expression
18911	LINC01001	LINC01001	Gene Expression
30858	LINC01002	LINC01002	Gene Expression
14628	LINC01003	LINC01003	Gene Expression
14060	LINC01004	LINC01004	Gene Expression
13641	LINC01005	LINC01005	Gene Expression
14668	LINC01006	LINC01006	Gene Expression
14018	LINC01007	LINC01007	Gene Expression
12616	LINC01010	LINC01010	Gene Expression
11231	LINC01011	LINC01011	Gene Expression
12586	LINC01013	LINC01013	Gene Expression
7560	LINC01014	LINC01014	Gene Expression
11601	LINC01015	LINC01015	Gene Expression
11811	LINC01016	LINC01016	Gene Expression
9441	LINC01017	LINC01017	Gene Expression
9471	LINC01018	LINC01018	Gene Expression
9439	LINC01019	LINC01019	Gene Expression
9456	LINC01020	LINC01020	Gene Expression
14694	LINC01022	LINC01022	Gene Expression
10266	LINC01023	LINC01023	Gene Expression
29706	LINC01028	LINC01028	Gene Expression
30812	LINC01029	LINC01029	Gene Expression
15633	LINC01030	LINC01030	Gene Expression
2677	LINC01031	LINC01031	Gene Expression
9822	LINC01033	LINC01033	Gene Expression
23368	LINC01034	LINC01034	Gene Expression
2650	LINC01035	LINC01035	Gene Expression
23403	LINC01038	LINC01038	Gene Expression
23517	LINC01039	LINC01039	Gene Expression
23446	LINC01040	LINC01040	Gene Expression
23636	LINC01043	LINC01043	Gene Expression
23637	LINC01044	LINC01044	Gene Expression
22943	LINC01046	LINC01046	Gene Expression
23444	LINC01047	LINC01047	Gene Expression
23106	LINC01048	LINC01048	Gene Expression
23449	LINC01049	LINC01049	Gene Expression
23147	LINC01050	LINC01050	Gene Expression
23324	LINC01052	LINC01052	Gene Expression
22982	LINC01053	LINC01053	Gene Expression
23690	LINC01054	LINC01054	Gene Expression
23189	LINC01055	LINC01055	Gene Expression
33784	LINC01056	LINC01056	Gene Expression
